text,language,class,label,source_id
""": !! : CLASSY MEN AND WOMEN SUPPORT MUFC! GAYS LESBIAN AND BI SUPPORT ARSENAL! AGBEROS SUPPORT CHELSEA :D""WHAT?",English,0,Not Hate,1622
"Fulani suna bauta wa shanu, ina tsammanin za su dawo da fansa mai ban tsoro.",Hausa,2,Hate,398
Me Ya Sa 'Yan matan Rasha Suke Fitar da Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan Kyawawan,Hausa,0,Not Hate,3393
BBA teach noting to the youths of Africa. Lees way to drink and smoke and look 4 way to sleep with one other in a locked up house. SMH,English,1,Neutral,1623
"'Yan uwa, abin da ya fi sha'awar yawancin mutanen arewa shine zanga-zangar addini. Ilimi Zero. Yaya mutanen da ba su da karatu za su ga wannan lokacin da suke ƙin ilimin yamma.",Hausa,2,Hate,2649
Drink water and mind ur business don't be stupid. WTF 😠😠 leave us alone. Let's party hard 🔱,English,1,Neutral,1624
🙄🙄,Igbo,0,Not Hate,3133
dope!,English,0,Not Hate,1625
Shekarar da nake ciki,Hausa,0,Not Hate,1751
Crazy Angry Nigerian,English,1,Neutral,1626
Karya kike,Yoruba,1,Neutral,77
Ka dubi wannan karya baya guda pringle.,Hausa,0,Not Hate,3620
"Akụkọ nke Anas bin Malik: Onye ozi nke Allah (صلى الله عليه وسلم) kwuru, sị, ""Ọ dịghị onye n'ime ndị kwere ekwe na-akụ osisi ma ọ bụ na-agha mkpụrụ, mgbe ahụ nnụnụ ma ọ bụ mmadụ ma ọ bụ anụmanụ na-eri ya, ma ọ bụrụ na ọ bụghị onyinye ebere maka ya"".",Igbo,0,Not Hate,3585
Amma yanzu mun ga karamin shiga ga kudancin Kaduna???,Hausa,1,Neutral,1785
Hi duba wannan furniture kamfanin a Ikeja LINK,Hausa,0,Not Hate,2294
"Iwo ati awon ebi e ni olodo. nígbà tí àwọn ẹ̀mí àwọn olùṣọ́ àgùntàn fulani yìí bá ń pariwo láti inú àwọn ẹ̀yà kan, àwọn olùṣọ́ àgùntàn yìí á máa pa àwọn èèyàn ní ọ̀pọ̀ ìpínlẹ̀. nítorí pé o fẹ́ ṣe ìṣèlú, o ń sọ ọ́ di àjùmọ̀. títí tí wọ́n á fi jí ẹ̀yin tàbí ìdílé yín lọ. ìgbà yẹn ni wàá wá rí i pé òmùgọ̀ ni yín.",Yoruba,2,Hate,2827
"""Anyị"" n'okwu ya bụ ndị Fulani janjaweed bụ ndị isi obodo Futa Jalon.",Igbo,2,Hate,2190
Echegbula onwe gị banyere ndị ọrụ ugbo ọcha gị na-ewere pasent 70 nke ala gị ma ọ bụ na-echegbu onwe gị banyere ndị a.,Igbo,2,Hate,473
Àwọn kan lára àwọn ará àríwá máa ń gbádùn àwọn àṣìṣe tó ń wáyé ní àríwá.,Yoruba,2,Hate,2701
ó sàn ju àwọn alágàbàgebè tó ń lọ lójú òpópónà lọ. ó wulẹ̀ wulẹ̀ òmùgọ̀ láti fi wé... àwọn èèyàn tó ń lọ sí ilé yẹ kí wọ́n mọ bí wọ́n ṣe ń bójú tó ara wọn... ọ̀pọ̀ àwọn alágàbàgebè tó ń lọ sí òpópónà ni ilé.,Yoruba,2,Hate,1102
"Bíi ti ìgbàkígbà rí, àwọn òmùgọ̀ èèyàn yìí yóò dá Dorathy lẹ́bi.",Yoruba,1,Neutral,3130
CAREER WOMAN IN THE MUD 🤣,English,0,Not Hate,1627
"Femi no dey disappoint, ndị Yoruba bụ ndị nwere ezi omenala na ndị na-akwanyere ùgwù.",Igbo,0,Not Hate,2422
"Onye iberibe, ị bụ akụkụ nke nsogbu Naijiria na-eche ihu. ka gọọmentị gị nye ike ha ji jide Kanu iji jide ndị ọzọ na-egbu ọzụzụ atụrụ, ndị ohi na ndị nnupụisi. gbachi nkịtị, olodo, afi oyinbo oti ko mo.",Igbo,1,Neutral,1482
Ọ ka bụ ihe na-adịghị mma.,Igbo,2,Hate,3797
: Emi ko ni nkankan lodi si awọn Fulanis &amp; awọn olùṣọ́ àgùntàn laarin wọn. ṣugbọn jẹ ki n sọ ni kedere pe Ekiti ko yoo ...,Yoruba,2,Hate,3886
Ụfọdụ n'ime ndị ikom a nke ebe ugwu bụ ụmụ-ehihie!!! Olee otú TF a 14 afọ nwere ike ime ka ị na-?,Igbo,2,Hate,1228
NDỊ ezigbo mmadụ enweghị ọtụtụ ndị enyi.,Igbo,0,Not Hate,4049
There are people you should just avoid at all cost on this App. Cos of shii like this.,English,0,Not Hate,1628
Guy 😒 guy LINK,English,0,Not Hate,1629
Naanị kwuo ndị Arewa / ndị Alakụba nke Ebe Ugwu n'ihi na ha yiri ka ha na-eche echiche n'azụ.,Igbo,2,Hate,124
Koulibaly is a BIG FOOOOL...I said it with my full chest,English,1,Neutral,1630
Na papa gị Ckay kwụsịrị nzuzu frog,Igbo,1,Neutral,1262
Ku tafi ku tallafa wa Igboho na Lahadi ku sami 'yanci daga fulani da ke mamaye ku don Allah ku makanta ku kasance masu kyau ku shirya kanku don hakan Fulani ba abokinku bane ok za ku gani ku yi imani munafukai,Hausa,2,Hate,2909
Hahahaha,Igbo,0,Not Hate,480
Ndị Fulani na-azụ atụrụ na-akwado... lee ọkọlọtọ egbe ahụ... ndị IBO bụ ndị na-eyi ọha egwu..,Igbo,0,Not Hate,3346
"If you are a male, above 25 and you are a die hard fan of Justin Bieber, You dey craze?""",English,1,Neutral,1631
4 D Single ladies: Dnt play hard 2 Get a start a relationship Bt play hard 2 Get it wen hs 2 do wit sex pussy bụ priceless ma ọ bụrụ na ị ga- urs bụ,Igbo,0,Not Hate,2403
Guy kai wawa neh!! Abụ m onye Alakụba na onye ugwu kwa mana ndị Hisbah a na-agafe ókèala ma ha anaghị eme Islam dịka o kwesịrị.,Igbo,1,Neutral,1466
": Dz ni y, mo ti ti bin wo 4 a Northern girl lati ọjọ!! ko si ọna ọna ọna asopọ",Yoruba,0,Not Hate,3258
"They’re cute and all, especially the white chubby one beht I draw the line at dogs 😂 tori a baby girls skin is too soft",English,0,Not Hate,1632
Happy Birthday bro live long and Prosper bro.,English,0,Not Hate,1633
Ka je ka karanta Littafin Lissafi 25 ka ga yadda Phinehas ya kare Allah kuma aka albarkace shi saboda ba zai iya jure rashin adalci na Isrealists ba...... duba dan tsoro Kirista... Za ka iya cewa bari su gano gaskiya ba karfafa mutane su hada makamai.,Hausa,2,Hate,3267
Mutane da yawa maza a can yaudarar kansu tunanin cewa za su iya mallaki mace da wasa ko wauta. kawai harshe a hoe fahimci ne kudi sai dai ka kasance wani m ass cute neman cassanova da banging namiji jiki. sa'an nan ta iya ba ka free jima'i da kuma iyakacin amfani da jikinta,Hausa,2,Hate,4375
"The man you're drumming support for towards 2023,why don't you ""sweet pendulum"" him to release part of the bullion van largesse of elections' eve to partner with u for sowore's bail? You're one of many terrible chameleonic Yoruba elders that lead astray for turning to d youths.",English,2,Hate,1634
Na rantse da ku ko da kun kasance budurwa Conji tafi har yanzu kama ka,Hausa,1,Neutral,2304
"Igbo ce, nyamiri?",Igbo,0,Not Hate,3275
"àwọn ará ìhà ìwọ̀ oòrùn jẹ́ ọmọ ìrẹ́jẹ, wọn ò ní àwọn ìlànà ara wọn... mo lè fi dá wọn lójú pé àwọn Lindus yìí á já ara wọn láyà bí àwọn aráàlú bá ti ń gbé ìgbésẹ̀ tó lágbára kan lòdì sí wọn.",Yoruba,2,Hate,2365
Wannan shi ne tsarin wauta da wawaye suna cewa suna da wasu wawaye goyon bayan wannan mutumin ba zai taba sanin zaman lafiya ba🙏 LINK,Hausa,1,Neutral,3327
"Mo lè rí i pé o ń ṣe bíi pé o ń ṣe bíi tiwọn, mo sì ń ṣe bíi tiwọn.",Yoruba,1,Neutral,2143
"Ka yi shiru kafin a yi maka fyade, ku 'yan kabari ba za ku iya zama mu ba ko ganin mu.",Hausa,1,Neutral,3490
Sabon yarjejeniyar rikodin na MBNSnation LINK,Hausa,0,Not Hate,2315
Wane ne ya san cewa wannan rana za ta zo lokacin da ' yan matan Naija za su ji tsoron masu arziki 😂😂,Hausa,0,Not Hate,2084
"ohun tó ń ṣe àwọn olùṣàkóso fulani nígeria tó fẹ́ ṣẹ́gun nigeria tí wọ́n sì ń ta ilẹ̀ tí wọ́n ṣẹ́gun padà sí orílẹ̀ - èdè china ni pé wọ́n ń ṣe àṣìṣe. bí kò bá rí bẹ́ẹ̀, kí nìdí tí ọ̀pọ̀ jù lọ fi ń pa àwọn èèyàn kí wọ́n lè lọ gbé ilẹ̀ lọ síbẹ̀ tí wọ́n sì ń yáwó owó tí wọn ò lè san padà. yeye dey smell.fulani fool's",Yoruba,2,Hate,2225
": Mazi Nnamdi Kanu ń ṣagbátẹ́ fún Biafra, bákan náà ni Sunday Igboho ń ṣagbátẹ́ fún Oduduwa Kí ni Sheik Gumi ń ṣagbátẹ́ fún?",Yoruba,0,Not Hate,531
Shey you know your gender people are not good people??,English,0,Not Hate,1635
pelegrino is nothing but a hypocrite,English,1,Neutral,1636
"Boma jẹ ohun ìríra, ó sì yẹ kí ó máa bá a lọ dáadáa.",Yoruba,1,Neutral,4468
"Mo gbẹ́kẹ̀ lé àwọn èèyàn ní ìpínlẹ̀ yìí, wọn ò ní fara da irú ẹ̀rọ̀ yìí, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n, wọn ò ní jẹ́ kí ẹ̀rù bà wọ́n.",Yoruba,1,Neutral,3989
Àwọn tó ń ṣẹ̀gun máa ń rí i bí àwọn tó ń ṣẹ̀gun ṣe ń ṣẹ̀gun... àwọn tó ń pàdánù nìkan ló máa ń gbàdúrà fún ìparun ọkùnrin kan,Yoruba,0,Not Hate,2493
"Nnamdi Kanu: Gbogbo àwọn Igbos tí kò fara mọ́ Biafra ni ẹlẹ́dẹ, ẹni burúkú àti ọmọ Sátánì --Ka siwaju tẹ nibi LINK LINK",Yoruba,2,Hate,315
🙃,English,0,Not Hate,1637
Iyabooooooo ya kike,English,0,Not Hate,1638
otu ihe ahụ dị ka ndị ahụ gburu ndụ 800 na Agatu... M mkpa ikwu banyere Southern Kaduna... Karma bụ a bitch,Igbo,0,Not Hate,1268
Ìdáhùn,Yoruba,0,Not Hate,3245
Wọ́n gbọ́dọ̀ lo agbára yìí láti dí àwọn olùṣọ́ àgùntàn Fulani lọ́wọ́ láti gba ìlú Lagos.,Yoruba,2,Hate,1075
Ina son motoci masu sauri,Hausa,0,Not Hate,4003
: Broke Girls Insulting Broke Guys... Lack Of Unity Everywhere. 😏🤷🏾♂️,English,0,Not Hate,1639
"Àwọn aráàlú ti gbé nílẹ̀ Lebanoni títí di báyìí, àwọn Kristẹni sì ń gbé ní ibẹ̀. Ìdí nìyẹn tí àwọn aláàbààwọ́dàá fi ń fi ìyọ́nú sọ̀rọ̀ nípa àwọn èèyàn tí kò ní lè gbèjà àwọn tí àwọn olùṣọ́ àgùntàn agbo ọmọ ogun Fulani ń pa ní SK.",Yoruba,1,Neutral,264
"When some of the northern states are tired of the incessant massacre, they will cry out &amp; troop to the street calling the attention of other world's leaders to their plight. We too are battling our own in the South.",English,1,Neutral,1640
😂😂 mumu,English,1,Neutral,1641
fucking retard 😭😂😂😂,English,1,Neutral,1642
cc le_tumzz Ma niggi!!!!! LINK,Igbo,0,Not Hate,648
"Sharrap òmùgọ̀: ""Àwọn èèyàn tó máa ń ṣe aláìní jù lọ láyé ni àwọn Kristẹni... wọ́n kàn ń fẹ́ iṣẹ́ ìyanu lásán""",Yoruba,2,Hate,4483
Wannan wauta mai cin abinci a kan gutsuttsura ya fadi daga teburin wannan mai cin hanci da rashawa Agbada master LINK,Hausa,1,Neutral,4482
"Ọ bụrụ na ị chọghị ige ntị n'arịrịọ m rịọrọ mgbaghara n'aha enyi m nzuzu, mgbe ahụ, fuck_OUT *** FUCKING_ASSHOLE",Igbo,1,Neutral,4515
"Meanwhile, in Nigeria, there is one old idiot called Itse Sagay...",English,1,Neutral,1643
"O ní láti kọ̀wé sí i pé kó o ṣe àríyá, tí òun bá ṣe pàtàkì.",Yoruba,2,Hate,360
: Most Igbo vying for Presidency position are Caliphate bred traitors – IPOB LINK https…,English,2,Hate,1644
ALINK thanks ☺️❤️,English,0,Not Hate,1645
"Ku yi aikinku, mutane!",Hausa,0,Not Hate,770
"bí àpẹẹrẹ, bí àpẹẹrẹ, bí wọ́n bá ti fi orí twitter kan rán dangote lọ́wọ́ nítorí pé wọ́n ti ròyìn ẹ̀yìn rẹ̀, àwọn tó ń fi orí sí apá gúúsù yìí ni yóò máa pe wa, àwọn tó ń gbèjà ìsìn ìsáláàmù, àwọn tó ń ṣe ẹ̀sìn kàyéfì, àwọn tó ń ṣe ẹ̀sìn olórí ìsìn, àwọn tó ń sọ̀rọ̀ òdì, wọ́n ṣì ń pe wa ní orúkọ, bó ti wù kó rí, orí twitter ni wọ́n á máa pe wa.",Yoruba,1,Neutral,1570
"Ga wadanda daga cikinku suka tambaya ina shaidar labarin 'Here We Go' yake! idan duk abin da ya rubuta game da ASIWAJU BOLA AHMED TINUBU bai kasance gaskiya ba, me yasa YORUBAS masu yanke ƙauna suka yi haka? Shin akwai ƙarin shaidar da kuke buƙata?",Hausa,2,Hate,1015
"Ó yẹ kí wọ́n sọ fún un pé òun ò ní tóótun láti ṣàkóso, kí wọ́n sì sọ fún un pé òun ò ní ṣe ohun tó tọ́.",Yoruba,1,Neutral,489
"Ó yà mí lẹ́nu pé, ìwà òdì kan ṣoṣo tí Igboho ṣe ni pé kó sọ fún àwọn olùṣọ́ àgùntàn Fulani pé kí wọ́n jáwọ́ nínú pípa àwọn èèyàn rẹ̀.",Yoruba,0,Not Hate,614
At least he has won champion league and is about to win Europa....mehn grow some balls and continue to support ur failure coach....dimwit LINK,English,1,Neutral,1646
Àmì ọ̀nà ìlà,Yoruba,0,Not Hate,5790
ƙwayoyin cuta,Hausa,1,Neutral,2464
"Thunder will fire you, you think we are fool like you, you didn't pay N-power their stipends and you are lying that you are giving useless money. Baro bansa, ole(thief). Useless Hausa woman, go back to your room, you have failed wofully 🤗🤗🤗🤗",English,2,Hate,1647
"Ọ ga-abụ ogbugbu zuru ezu. n'ihi na ndị agha, nke Fulani na-achịkwa ga-eme ogbugbu megide ndị bi na ndịda. Nigeria chọrọ ntuli aka iji kewaa ugwu na ndịda. ọ dịghị ihe dị ka otu Nigeria. ọ bụ aghụghọ nke Gowon na ndị dị ka ya kwuru?",Igbo,2,Hate,871
Ọ bụghị n'okpuru iwu Naijiria. a kwenyere na nwanyị ahụ nyere nkwenye nkịtị mgbe ọ banyere n'akwụkwọ alụmdi na nwunye. Ma enwere ike ịgba ya akwụkwọ maka ihe ọzọ,Igbo,0,Not Hate,4637
'Yan matan Ebonyi kamar matan masu farauta ne da masu tarawa... haka kuma suna da ƙashi mai kaifi!,Hausa,2,Hate,1666
"Ndị bi n'ebe ndịda anaghị amasị gị, ebe ndịda ọdịda anyanwụ, ebe ndịda ọdịda anyanwụ, mba.",Igbo,1,Neutral,509
Mad oh Imagine person way dey use Twitter for android dey sponsor person wey at iPhone. This life sef,English,1,Neutral,1648
Ọ bụ ya mere ha ji ebubata ụmụ nwanne ha ndị nwoke si mba ọzọ ma na-egbu ndị mmadụ ebe a na ebe ahụ kwa ụbọchị iji mee ka ụgha ndị a dịghachi mma ka ha wee nwee ike imezu ọchịchọ ọjọọ ha.,Igbo,1,Neutral,1602
"Ụmụ nwoke bụ ụmụ anụmanụ, karịsịa ndị isi ojii!",Igbo,2,Hate,180
"Ihe fọrọ nke nta ka ọ bụrụ mmadụ niile, bịa n'ebe ugwu ị ga-aghọta, ha na-asa ụbụrụ gị isi",Igbo,2,Hate,1773
Ndị a na-akpọ ndị na-adịghị eso m... na-eche na ha maara ihe o!... M ga-eso gị fada!,Igbo,1,Neutral,755
Ka duba wannan wawa marar hakki,Hausa,1,Neutral,529
Abụọ iberibe dị ọnụahịa: 7500 Top dịkwa na niile ndị ọzọ na agba PLS nyere m aka na retweeting m ahịa nwere ike na gị TL njikọ,Igbo,0,Not Hate,2178
"Àmọ́ o fẹ́ kí olùṣọ́ àgùntàn àwọn apániláyà fulani rẹ máa lo àwọn màlúù bíi tìẹ láti ba àgbẹ̀ ìyá mi jẹ́, COWBOY",Yoruba,2,Hate,1462
Nwanyị plzzz,Igbo,0,Not Hate,929
Ị bụ onye nzuzu !!!! Gaa na-emeso ndị ohi na ndị ọzụzụ atụrụ... Ode,Igbo,1,Neutral,2693
"O ṣeun hun"": um.. ìyẹn ò dáa rárá. Èmi sì obìnrin, torí náà kò ní mú kó di aláṣekúṣe"".",Yoruba,0,Not Hate,1882
"Wani da yake kokarin 'yantar da mutanen Yoruba, duba yawan mabiyansa da ya samu kamar ba ku shan wahala a can ba",Hausa,0,Not Hate,1778
You remind me of Everything.,English,0,Not Hate,1649
Kí ló wá sọ nípa àwọn ọmọbìnrin tí wọ́n fọkàn tán ọkùnrin rere kan?,Yoruba,2,Hate,1230
Slut,English,1,Neutral,1650
O ò tíì wá sí òye rẹ láìka ìtìjú tí wọ́n ṣe fún ọ ní ìdìbò àpapọ̀ ọdún 2019 sí.,Yoruba,1,Neutral,3868
Hausa Man Caught With Vulture In Onne-PH To Use as Roasted Chicken For Sale - Gistmania LINK via,English,0,Not Hate,1651
O ti ri ọkan sọ pe fulani northerner yoo jọba ni Nigeria titi di 2031 ati dere ni ohunkohun ti ko si ọkan le ṣe.,Yoruba,2,Hate,2875
"Àwọn fíìmù Yorùbá, smh",Yoruba,0,Not Hate,3555
Onye na-agba nwa agbọghọ n'ime ụlọ ịwụ ụlọ ọrụ ahụ na-akụ ihe dị iche iche,Igbo,1,Neutral,2086
"Buhari meriri ntuliaka nke 2015. Ụmụnne ya, ndị Fulani na-azụ atụrụ, ekweghị ka ha mee ka etiti etiti dị n'afọ 2015. Ha...",Igbo,0,Not Hate,646
"Ike gwụrụ m nke a ""M chọrọ nwoke"" Tweets!",Igbo,2,Hate,3441
: ya 'yanta Deji Abiola daga satar N35.5million,Hausa,1,Neutral,4556
Ikekwe n'afọ 2120.,Igbo,0,Not Hate,3260
"O ò sì dàgbà tó láti máa darí àwọn èèyàn, o ń béèrè àwọn aṣáájú, àwọn aṣáájú ni a ń sọ di ọ̀dọ́. ẹ lọ wo àwọn ìwé ìtàn yín. àwọn ọ̀dọ́ tó ti di ẹni tí kò ní nǹkan kan.",Yoruba,1,Neutral,1290
Ka zo tare da ni a kan kik,Hausa,0,Not Hate,1345
Workaholic lomo 😂😂😂,English,0,Not Hate,1652
Àwọn ọkùnrin yẹ kí wọ́n máa jìnnà sí àwọn ọ̀rẹ́bìnrin wọn...,Yoruba,2,Hate,3545
Nwa agbọghọ a nwere ike ịgha ụgha maka Africa enn,Igbo,1,Neutral,3236
Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe Àtúnṣe,Yoruba,0,Not Hate,1186
Àwọn obìnrin tí wọ́n ń pè ní ọmọ ìparun náà (Buharists) tí wọ́n ń fi ẹ̀gàn báni nínú agbo ẹran.,Yoruba,1,Neutral,2164
"Ya ƙaunataccena, ka jira har sai ka sadu da Budurwa. su masu son kai ne kuma suna da wuyar yin magana da su. kuma mafi munin duka, duk da haka, wasu marasa godiya.",Hausa,1,Neutral,434
Ta kasance mai sihiri.,Hausa,1,Neutral,1619
: Christians must be careful in our proposition of abstinence from pre-marital sex as an antidote to the issue of rape lest w…,English,0,Not Hate,1653
Abeg Lagosians mek u ci gaba da kona your City yanzu me ya sa ka tsaya......,Hausa,2,Hate,2104
"O gbagbe lati sọ pe o jẹ alabirin. wọn nigbagbogbo nireti itọju Princess &amp; apos; First class ati pe gbogbo ọkunrin naa gba ni paṣipaarọ ni abojuto tokunbo. ko si iṣẹ, ko si ifẹkufẹ, ko si awọn ero fun igbesi aye wọn, lati idile alaisan pupọ &amp; apos; tun ni nọmba ti o ga ti awọn ara. Awọn ọkunrin gbiyanju gaan.",Yoruba,1,Neutral,1199
"Biafra: Anyị Agaghị Agbanwee Biafra Maka ""Igbo Presidency"": IPOB gwara Okorocha na Iwuanyanwu, The Vultures In... https:/...",Igbo,0,Not Hate,516
"That’s nice They have been stealing our money for years Why transfer the case to Abuja , so they mean that issue of the state be moved to Abuja ,that’s another state ? The south should wake up with bold governors",English,1,Neutral,1654
"""Àwọn olùṣọ́ àgùntàn ń gbéjà ko ìlú Ebonyi lónìí "" mi ò fẹ́ sọ ohunkóhun lónìí, ṣùgbọ́n àlàyé tí kò ní láárí rẹ mú mi lọ, mo ní ìrètí pé wàá dákẹ́ ẹ̀rù yẹn tí o ń pè ní ẹnu rẹ̀ nísinsìnyí",Yoruba,1,Neutral,4345
Hahahaha ki kike tace tasata sprite na omi inu,Yoruba,0,Not Hate,248
Obi ụtọ na ụbọchị ọmụmụ kike 😊❤️,Igbo,0,Not Hate,1724
Lazy😁😁,English,1,Neutral,1655
"Wanda ya gaya wa gwamnatin Najeriya cewa kiwon shanu na Fulanis ne ... eh? Igbos ma za su iya yin hakan ... mu mutane na Wawa a Enugu sun fahimci kasuwancin shanu sosai ... don haka oga, chill kuma bar wannan doka ta kiwon shanu, kowa ya zauna a kan kansa kuma yayi kasuwancin kabilanci cikin kwanciyar hankali.",Hausa,1,Neutral,1950
Ṣé ìwọ ni alátakò abi?😂😂,Yoruba,1,Neutral,2776
": Yoruba mythology: Oduduwa came down from heaven with a chain. Yoruba Muslims: Where is the chain, mumu story Arabic…",English,1,Neutral,1656
Mo máa ń ronú pé àwọn ọ̀mùgọ̀ APC mélòó ló ti fi ẹ̀tàn àti irọ́ ba ọpọlọ wọn jẹ́.,Yoruba,1,Neutral,340
"Ogbólógbòó àwọn ọmọbìnrin tí ẹ ń fiyè sí yóò fọ ọkàn àwọn èèyàn yín síra láìpẹ́, èmi yóò sì kọ yín sílẹ̀ 😏",Yoruba,0,Not Hate,4087
Need me a rich chic not some cheap ho's... LINK,English,2,Hate,1657
"""Ekele dịrị gị ee..",Igbo,0,Not Hate,1612
"Akwụkwọ mara mma nke akụkọ ndị Alakụba iji nyere ụmụaka aka ịghọta ụkpụrụ omume, ụkpụrụ na ụkpụrụ nke okwukwe Alakụba.",Igbo,0,Not Hate,3898
Ndị Kraịst ndị si n'ebe ndịda ya kwesịrị ichegbu onwe ha.,Igbo,2,Hate,4138
