source_id,class,label,text
2354,2,Hate,"I have respect for Arewa girls on Twitter, forget their class and taste, but their level of maturity is commendable. Go to southern Twitter, they are just sluts and bunch of beggers."
2355,1,Neutral,Which useless culture
2357,0,Not Hate,"Abegi! Mtcheeewww "": : Biafra’s self-determination suit against Nigeria continues Sept 22"""
2358,1,Neutral,Sometimes personal hatred and illitracy becloud people sense of right judgement hence they can say what ever they want. How ever the governor should do it with human face to caution the hardship that may come on the citizens.
2359,1,Neutral,"It didn't trend? 19 souls! Had a glimpse of child victim, couldn't bear to watch the video, a baby! an innocent soul! Nigeria! This country Walahi! is filled with astounding numbers of hypocrites, if I have to leave this country it would be because of these worse of humans."
2363,0,Not Hate,Girls want attention;women want respect
2364,2,Hate,: If I see one of those Igbo made Versace polo again am so gonna scream like a bitch !-)
2365,2,Hate,Westerners are pussies ..with no values of their own... I bet these lindus will shit their pants the moment ME Arabs start taking some serious actions against them
2367,1,Neutral,Biafra: Fani-Kayode blasts Junaid Mohammed for calling IPOB members “bastards” LINK
2370,1,Neutral,"This is a disgusting lie. I know people that we're in the trials that are alive and it's well over 6 months you are just a clearly drowned in ridiculous theories. as I said enjoy your HCQ, I'll enjoy my vaccines."
2372,2,Hate,"Lmaoo : : Thnk God Its A Mumu Fact Tho : ✓ : 50% of Whores in Nigeria are Igbo's."""
2374,0,Not Hate,Sheybe na if you get girl LINK
2375,1,Neutral,"you are an asshole not even close to a sportsman....once again,u need an auto correct fool...go find your level fool."
2376,0,Not Hate,You should have gone direct bro
2377,2,Hate,"Gov. Masari has finally confirmed the incontrovertible fact that, the North, particularly core Northern States are socio-economic and financial parasites on Southern part of the Country. Hence, their vehement resistance to restructuring anchored on Fiscal Federalism. Retards!"
2378,0,Not Hate,"The Igbos called Yorubas Ofe n manu cos of the way our stew is made, hausas called yorubas bayerebe, we called the hausas aboki, mallam, or malo, and igbos were called nna, or nyamiri. Really no big deal."
2379,2,Hate,Bitch roccin Da same Gucci slides I bought n ain't let me smash I'm dead !
2380,1,Neutral,: Bunch of cowards. Common herdsmen u couldn’t defeat. Shame on you bunch of fool SHAME
2381,0,Not Hate,"With this Gimba tweet, it shows an average Northerner is only about him and his brothers alone. Which means every other ethnic group in Nigeria consists of Vultures. Awa ni man yi refer si as Vultures yen o"
2382,0,Not Hate,"Igbo names of God, as mother of all languages. Spanish (Dios - O di uso - eternally trustworthy);Swahili (Mungu - i meena Ogo - thank you for mercies);Turkish (Tanri - e too a na-ario - praise and plead);Yoruba (Olorun - Eli ri enu - Most High exists above); P.187 READ LINK"
2384,1,Neutral,We need to educate people the difference between 20k dollar and 20k Naira because many don’t know. And that why our government keep disvaluing our money to enable them make more money in Naira. So that they go come dey say take 30k vote for me. Rubbish government. LINK
2385,1,Neutral,Who is raping and killing Christians and where? You are trying to instigate to cause unrest in our country. I see. May Allah wrath visit you. U are the type that give's Muslims bad image. May u no know peace.
2388,1,Neutral,"What nonsense? God punish the wifi, the owner and other users. Arrant nonsense"
2389,2,Hate,they should rise up in arms against the Fulani thieves and killers first. So people should sleep and die in their hands?
2390,2,Hate,The almajiris are born thieves. Abacha loots still being recovered LINK
2391,1,Neutral,You are a dumbo. It has nothing to do with being hot or beauty.
2392,2,Hate,By this Malo man tweet and his Co cow brained Mallams Southerners can you now believe that the ethnic card played my the Abokis was intensional to set Southerners against themselves? Fulanis pls try another card this one don enter general market. Southern youths are not idiots 🤣
2394,2,Hate,"She’s almost dead she doesn’t need the vaccine, let those with a lot of life in front of them take it, I like how all these so called Christians are exposing their selves for what they really are, and how they really think, ignorant, racist and just plain useless"
2395,0,Not Hate,there are many Yoruba people I knew that can speak Fulani and Hausa fluently. So that police man was suegbe.
2396,2,Hate,I hate callin women bitches buh d bitches luv it
2397,0,Not Hate,Yougarrit 😎
2398,2,Hate,"as in ehn...u kno dis "": Why are hausa people fond of dialling wrong numbers?"""
2400,1,Neutral,"That's ijebu 1 ode for u,loving kind of ppl"
2401,1,Neutral,"who is a protitute, was Aisha buhari a virgin before she got married."
2402,0,Not Hate,": Arewa, Ohanaeze youths, others meet, say Buhari has failed LINK LINK"
2403,0,Not Hate,4 d single ladies: dnt play hard 2 get startin a relationship bt play hard 2 get wen it hs 2 do wit SEX pussy is priceless if u blive urs is
2405,1,Neutral,Dumb like vector
2406,2,Hate,"The evil Fulani herdsmen that are committing this genocide are protected by immunity under Buhari, yet 5 Christians were sentenced to death over the death of one Fulani herdsman that were part of those who came to kill them. LINK"
2407,1,Neutral,Ooh..oloriburuku oloko index finger. Oloshi na ofada pepper go yaka yaka ur gbola na vulture go chop that dick wey u wan take shook my walls.....
2408,0,Not Hate,i stil rep YBILLION so Fwat fink cunt.
2410,0,Not Hate,The lord is your strength. Get well soon🤗🤗🤗
2411,2,Hate,see Mr former president been a forgiving human other than that bigot and Fulani terrorist jigoist we have as president today😁😁😂
2412,1,Neutral,"Dude you are a dumb head...!! what kind of tweet is that..""not for muslims"" idiot are you holier than those infected in other muslim countries.. dont take precaution ok.."
2413,2,Hate,"The only reason I think herdsmen and some other northerners are doing all this crap is because they are uneducated and brainwashed, but ""uneducated"" comes first for a reason. , what's our plan?"
2416,0,Not Hate,Bro last last Salary weak
2419,2,Hate,"They don't want bec Other regions in Nigeria are very stupid docile and voiceless indigents people, the North have nothing to offer Nigeria and yet they have power not to want anything that will remove powers from the North you can't blame them for not wanting."
2420,1,Neutral,Useless and Shameless and that suports the killing of Christians and dictatorship in nig LINK
2421,2,Hate,"And ƔoU̶̲̥̅̊? "": 82% of Nigerians are cheats... They're quite good at receiving but never wish to give in return. """
2422,0,Not Hate,"Femi no dey disappoint, yoruba men are well cultured and diciplined. LINK"
2423,1,Neutral,Muslim Woman Says She Was Told To 'Take That Disgusting Piece Of Cloth Off Her Head'... LINK by via
2425,1,Neutral,"Arindin oponu ode, in ur bio u r not interested in religion bs but u r here spitting crap abt a tribe that a Muslim can marry christian and teach their kids a way of good life n nt to be a religion bigot, how do expect us to be extremist? U just carry head for neck sense no dey LINK"
2426,0,Not Hate,: AN OPEN LETTER TO NORTHERN LEADERS CONCERNING THE RAGING INSECURITY THE REGION IS FACING. Reweet aggressively till they get…
2427,2,Hate,Those northern yours are graduated amajiri they're all jobless.
2434,1,Neutral,"If they want to know if they Are doing good as leaders. They should play with Referendum(Biafra, Yorexit) and see if they will come and rig it. This Entity called Nigeria by Lord Lugard's whore is a SCAM"
2435,2,Hate,"I trust dumb beautiful ladies, not this beautiful clever hoes roaming around."
2438,0,Not Hate,Or democomedy (democratic comedy).
2440,1,Neutral,Why evil biko nu?? Who does this? 😂😂😂😂 LINK
2442,2,Hate,": Disgusting so quarantine make ""igbos"" and southerners to start Raping their daughters Better fight this animalistic beha…"
2443,2,Hate,"You see am, I have been saying this, an average Nigerians are crooked and cheats, forget poverty, the poor are as greedy as the rich, that's why I don't buy orange market women , when I saw a woman using chemical to make all the oranges ripe."
2445,0,Not Hate,Christiano tudors
2447,0,Not Hate,feg token ❣️
2452,1,Neutral,"Why didn't Arewa take position of the surveyor general in continuation of their agenda of nipotism then give the South East, South West or South South the position of IG?. What is bad in that?"
2455,0,Not Hate,": Kaduna Bomb Attempt, Nigerians seem divided along Religion line some Muslim are saying the man caught is a Christians and C…"
2456,1,Neutral,Fantastic set of idiots
2457,0,Not Hate,": Here is Oyigbo in Rivers State, where people were massacred last night by Fulani Herdmen. …"
2459,2,Hate,"*The bigger the boobs, the smaller the brain*...........buh dis bitch is defying this"
2460,1,Neutral,These islanders are annoying abeg🙄
2461,0,Not Hate,"Singer, Chike Apologizes To Eastern Nigerians For Calling Them Primitive LINK"
2462,0,Not Hate,"SHOCKING: Mallam Rapes 17-Year Old Girl, Shaves Her Pubic Hair For Rituals LINK via"
2463,1,Neutral,"Lol, she deleted the tweet 😂😂 shameless woman, she suppose to be sacked"
2464,1,Neutral,mofos
2467,1,Neutral,I have been asked to pay 15k just because an idiot got my date of birth written badly so now ur govt wants to block my line just because of my NIN..... You people are idiots and lack alot of intelligence. You will lose alot of supporters like me if you continue with this noesense
2468,2,Hate,"To the mosquito that just bit me, your mum’s a hoe."
2470,2,Hate,Biafra herdsmen fools...
2471,0,Not Hate,": Christian Boy aesthetic is them making vids, poems and think pieces where they slut shame women, tell us how to be proverb…"
2474,2,Hate,"HYPOCRITE, this why the North will remain in shambles cos they hypocritically hate the truth. See them na, they are worse off for it. Yeye dey smell"
2476,0,Not Hate,I thank u lord that u made me
2477,0,Not Hate,"13. Most states cannot pay their salaries... So, is your Governor or senator or LG chairman a Fulani? What did they do with the little they have? How hard are they working to increase IGR? Yet, The lazy bums want you to blame the Fulani and alone?"
2478,2,Hate,"If DSS beat Magu, does that mean ""EFCC lu Magu""? 😀 Yoruba is destructive 😂😂"
2482,2,Hate,You just arrest Hunter and you're claiming that you are arrested fulani herdsmen which kind nonsense be this because nothing concern fulani with dogs
2483,2,Hate,"Hmm, SEBI na cow dem still kill, if these criminals called herdsmen continue perpetrating evil in the east, you will leave ESN with no option than to slaughter them like chicken."
2484,2,Hate,"Yoruba the most foolish race. Hausa Fulani killed Abiola, after his election was annulled with the help of Igbos. Now tinubu another Yoruba who will resturcure Nigeria is being attacked all you stupid Yoruba omo ale. You hate tinubu but you love obasanjo the real saboteur. SHAME"
2488,0,Not Hate,"need to see this, all these our people will just let someone be short of word, can you imagine she was bold to say all those things that she was arrested wrongly although her claim that they released hausa girls is still valid if what is in this video is to go by."
2490,1,Neutral,Thank God you denied him your body! Dump him!
2491,1,Neutral,Some girls are just amazingly stupid.
2492,2,Hate,"Where is this same 'government constitutional mandate when it had to do with Boko Haram, bandits &amp; killer herdsmen that have ravaged the North killing thousands of innocent lives. You Northerners despite the great suffering have still chosen to be foolish.. very typical"
